"customer_id","customer_count"
320476,1
320575,1
320590,1
320672,1
320764,1
320846,1
321161,1
321787,1
322012,1
322231,1
322293,1
322330,1
322383,1
322549,1
322662,1
322834,1
322841,1
323010,1
323132,1
323351,1
323802,1
323809,1
323867,1
323885,1
323984,1
324164,1
324241,1
324633,1
324844,1
325115,1
325521,1
325599,1
325651,1
325677,1
325731,1
326097,1
326539,1
326682,1
326963,1
327061,1
327137,1
327374,1
327419,1
327440,1
327611,1
328161,1
328293,1
328389,1
328730,1
328985,1
329326,2
329449,1
329642,1
329845,1
329904,2
330037,1
330049,1
330557,1
330644,1
330666,1
330791,1
330837,1
331133,1
331188,1
331234,1
331305,1
331368,1
331428,1
331639,1
332083,1
332150,1
332539,1
332669,1
333678,1
333768,1
333786,1
333908,1
334127,1
334207,1
334408,1
334542,1
334640,1
334939,1
334977,1
335051,1
335345,1
335700,1
335748,1
336097,1
336246,1
336282,1
336758,1
336870,2
336894,1
337240,1
337334,1
337459,1
337668,1
337888,1
338397,1
338532,1
338548,1
338564,1
338611,1
338640,2
338822,1
338988,1
339311,1
339379,1
339382,2
339877,1
339936,1
340148,1
340222,1
340615,1
340710,1
340804,1
341130,1
341263,1
341366,1
341485,1
342012,1
342064,1
342070,1
342120,1
342199,1
342245,1
342358,1
342379,2
342513,1
342628,1
342730,1
342806,1
342938,1
343068,1
343087,1
343318,1
343565,1
343640,1
344039,1
344116,1
344456,1
344657,1
344664,1
344976,1
345202,1
345513,4
345637,1
346154,1
346175,1
346182,1
346248,2
346523,1
346527,2
346928,1
347092,1
347485,1
347936,1
348334,1
348373,1
348506,1
348512,1
348518,1
348835,1
349287,1
349597,1
349625,1
349657,1
349689,1
349745,1
349916,1
350230,1
350402,1
350823,1
351163,1
351367,1
351401,1
351626,1
351674,1
351854,1
352154,1
352306,1
352640,1
353189,1
353300,1
353487,1
353749,1
353943,1
354038,1
354170,1
354327,1
354480,1
354776,1
355405,1
355463,1
355699,1
356304,1
356511,1
356607,1
356664,2
356690,1
357206,1
357316,1
357462,1
357560,1
357891,1
358096,1
358150,1
358524,1
358573,1
358624,1
358825,1
358854,1
359029,1
359143,1
359407,2
359465,1
359621,1
359672,1
359815,1
360010,1
360291,1
360329,1
360407,1
360413,1
361000,1
361117,1
361204,1
361238,1
361452,1
361468,1
361543,1
361856,1
361981,1
362772,1
362975,1
363022,1
363145,1
363193,1
363224,1
363556,1
364388,1
364680,1
364689,1
365064,1
365477,1
365836,1
366090,1
366545,1
367364,1
367465,1
368082,1
368242,1
368274,1
368320,2
368562,1
368987,1
369278,1
369584,1
369642,1
369652,1
370487,1
371179,1
371248,1
371258,2
371288,1
371393,1
371640,1
372003,1
372191,1
372372,1
372607,1
372714,1
372868,1
373076,1
373207,1
373733,1
374884,1
375111,1
375533,1
375544,1
375726,1
375881,1
376243,1
376922,1
376992,1
377317,2
377669,1
377997,1
378007,1
378378,1
378704,1
378709,1
378722,1
378845,1
379199,1
379421,1
379425,1
379704,1
379716,1
380291,1
380357,1
380442,1
381101,1
381208,1
381214,1
381889,1
381890,1
382229,1
382384,1
382430,1
382616,1
382693,1
382736,1
382834,1
383153,1
383196,1
383248,2
383524,1
383707,1
383995,1
384116,1
384598,1
384720,1
384803,1
384819,1
384951,1
384995,1
385182,1
385183,1
385251,1
385357,1
385398,1
385417,1
385790,1
385966,1
386018,1
386142,1
386149,1
386319,1
386380,1
386495,1
386511,1
386574,4
386686,1
386973,1
387307,1
387440,1
387469,1
387486,1
387617,1
387943,1
388480,1
388792,1
388893,1
388960,2
389078,1
389310,1
389596,1
390456,1
391040,1
391512,1
391545,1
391713,1
391856,1
391866,1
391963,2
392544,1
392746,1
393036,1
393042,1
393091,1
393281,1
393358,1
393465,1
393474,1
394000,2
394154,1
394170,1
394886,1
394990,1
395111,1
395127,1
395216,1
395320,1
395351,1
396401,1
397044,1
397055,1
397166,1
397423,1
397805,2
397959,1
398042,1
398083,1
398300,1
398556,1
398825,1
398941,1
399094,1
399178,1
399474,1
400225,1
400750,1
400971,1
400990,1
401408,1
401451,1
401471,1
401872,1
402135,1
402378,1
402623,1
402971,1
403088,1
403218,1
403267,1
403418,1
403738,1
404037,1
404041,1
404328,1
404559,1
404594,1
404687,1
405086,1
405112,1
405374,1
406331,1
406375,1
406590,1
406645,1
406695,1
406873,1
407411,1
407867,1
408381,1
408386,1
408687,2
408845,1
409242,2
409324,1
409425,1
409467,2
409575,1
409635,1
409650,1
409947,1
410139,1
410315,1
410477,1
410558,1
410773,1
410801,1
411188,1
411499,1
411522,1
411652,1
411966,1
412097,1
412148,1
412274,1
412592,1
414113,1
414482,1
414684,1
414755,1
414814,2
414937,1
415262,1
415369,1
415792,1
415803,1
415874,1
416007,3
416064,1
416294,1
416794,1
417343,1
417360,1
417368,1
417402,1
417462,1
417514,2
417695,1
417705,1
418030,1
418629,1
418654,1
419272,1
419437,1
419851,1
419909,1
419931,1
420020,1
420592,2
421409,1
421640,1
421721,1
422038,1
422749,2
422881,1
422936,1
423238,1
423251,1
423302,2
423403,1
423533,1
424084,1
424109,1
424170,1
424468,1
424658,1
424772,1
424780,1
424966,1
424989,1
425046,1
425082,1
425325,1
425379,1
425681,1
425698,1
425822,1
425877,1
426008,1
426218,1
426263,1
426365,1
426828,1
426887,1
426906,1
426999,1
427056,1
427106,1
427506,1
427646,2
427649,1
427761,1
427888,1
428020,1
428327,1
428717,1
429068,1
429318,1
429403,1
430009,1
430123,1
430148,1
430261,1
430591,1
431189,1
431329,1
431375,3
431604,1
431649,1
431677,1
431966,1
431967,1
432001,1
432133,1
432816,1
432817,1
433001,1
433512,1
434471,2
435253,1
435262,1
435323,1
435371,1
435467,1
435475,1
435507,1
435543,1
435666,1
435742,1
435753,1
436083,1
436110,2
436346,1
436451,1
436509,1
436739,1
436799,1
436953,1
436965,1
437274,1
437357,1
437378,1
437529,1
438139,1
438424,1
438468,2
438480,1
438516,1
438711,1
438922,1
439026,1
439179,1
439622,1
439749,1
439982,1
440014,1
440104,1
440454,1
440640,1
440689,2
440718,1
441172,1
441435,1
441623,1
441716,1
441767,1
441998,1
442028,1
442109,1
442282,1
442988,1
443202,1
443446,1
443527,1
443535,1
443566,1
443641,1
443822,1
443936,1
444033,1
444165,2
444816,1
444896,1
444956,1
445837,1
446133,1
446212,1
446246,1
446327,1
446427,1
446841,1
446907,1
447512,1
447994,1
448091,2
448113,1
448154,1
448337,2
448618,1
448728,1
448731,1
448989,1
449073,1
449320,1
449413,2
449906,1
449950,1
450129,1
450660,1
450910,1
451435,2
451768,1
451805,1
452673,1
452690,1
452838,1
453002,1
453064,1
453408,1
453626,1
453977,1
454266,1
454589,1
454604,1
454630,1
454789,1
454922,1
455166,1
455321,1
455587,1
455614,1
455887,1
455903,1
455936,1
455938,1
456204,1
456207,1
456473,2
456514,1
456661,1
456686,1
457020,1
457234,1
457423,1
457440,1
457469,3
457521,1
457535,1
457656,1
457996,1
458381,1
458445,1
458758,1
458784,1
458806,1
458939,1
459370,1
459525,1
459699,1
459889,1
459903,1
460269,2
460527,1
460561,1
460630,1
460650,1
460804,1
460820,1
461240,1
461362,1
461598,1
461750,1
463107,1
463301,1
463427,1
463452,1
463505,1
463677,1
464135,1
464390,1
465219,1
465245,2
465566,1
465633,1
465816,1
465933,1
466077,1
466137,1
466335,1
466579,1
466597,1
466678,1
466905,1
467200,1
467405,1
467489,1
467532,1
467808,1
468085,1
468159,1
468173,1
468182,1
468331,1
468635,1
468714,1
468720,1
468852,1
468856,1
468987,1
469026,1
469142,1
469144,1
469674,1
469842,1
470335,1
470800,1
470811,1
470947,1
471150,1
471437,1
471969,1
471973,1
472003,1
472116,1
472119,1
472154,1
472185,1
472475,1
472513,1
472547,1
472671,1
472917,1
473005,1
473025,1
473144,1
473532,1
473985,1
473997,1
474205,1
474473,1
474534,1
474737,2
474803,1
475081,1
475118,1
475289,1
475744,1
476131,1
476159,1
476219,1
476359,1
476581,1
476582,1
477225,1
477411,1
477428,1
477432,1
477488,1
477586,1
477606,1
477625,1
477642,1
477671,1
477759,1
477770,1
478134,1
478269,1
478294,1
478433,1
478529,1
478543,1
478557,1
478594,1
478731,1
478745,1
478765,1
478774,1
478843,1
479026,1
479115,1
479128,1
479130,1
479219,1
479528,1
479913,1
479932,1
480861,1
480998,1
481170,1
481231,1
481274,1
481551,1
481689,1
481772,1
482344,1
482380,1
482493,1
483348,1
483436,1
483787,1
483898,2
484061,1
484230,1
484830,1
484870,1
485148,1
485556,1
485647,1
486055,1
486146,1
486217,1
486529,1
486631,1
486663,1
486848,1
486934,1
487246,1
487599,1
487662,1
487670,1
487903,1
487937,1
488071,1
488343,1
488491,1
488818,1
489244,1
489291,1
489867,1
490127,1
490279,1
490573,1
490697,1
490730,2
490945,1
490997,1
491045,1
491083,1
491170,1
491687,1
491912,1
491962,1
492218,1
492289,1
492543,1
493082,1
493088,1
493176,1
493319,1
493539,1
493633,1
493640,1
493711,1
493901,1
493947,1
493970,1
494327,1
494422,1
494536,1
494540,1
495375,1
495470,1
495763,1
495783,1
495895,1
496023,1
496150,1
496154,1
496930,1
496959,1
497348,1
497569,1
497643,1
497720,1
497832,19
498095,1
498131,1
498360,1
498363,1
498433,2
498464,1
498590,1
498659,1
498760,2
499056,1
499144,1
499298,1
499425,1
499630,1
499687,1
500169,1
500221,1
500363,1
500379,1
500515,1
500620,1
500865,1
501035,1
501683,1
501696,1
502288,1
502398,1
502636,1
502835,1
503142,2
503227,1
503442,1
503585,1
503674,2
503684,1
503888,1
504025,1
504166,1
504377,1
504544,1
504659,1
504870,1
505010,1
505587,1
505605,1
505777,1
505791,1
505889,1
505926,1
506358,1
506744,1
506847,1
507028,1
507032,1
507289,1
507557,1
507692,1
507737,1
507785,1
507807,1
507843,1
507890,1
507951,1
508033,1
508062,1
508168,1
508352,1
508432,1
508529,1
508818,1
508856,1
509088,1
509210,1
509450,1
509838,1
510043,1
510092,1
510153,1
510245,1
510303,1
510489,1
510672,1
510769,1
510911,1
510998,1
511002,1
511089,1
511578,1
511853,1
512729,1
512981,1
513036,1
513069,1
513145,1
513489,1
513708,1
513923,1
514084,1
514166,1
514469,1
514624,2
515632,1
516337,1
516580,1
516674,1
516739,1
516982,1
516990,1
517181,1
517191,1
517342,1
518206,1
518570,1
518759,1
518893,1
519119,1
519271,1
519380,1
519639,1
519724,1
520028,2
520104,2
520107,1
520182,1
520234,1
520715,3
520718,2
520840,1
520972,1
521145,1
521152,1
521368,1
521518,1
521524,1
521552,1
521706,1
521710,1
521728,1
521858,1
521899,1
521942,1
521961,1
522000,1
522162,1
522312,1
522446,2
522718,1
524094,1
524359,1
524637,1
524799,1
525091,1
525126,1
525190,1
525390,1
525418,1
525559,1
